Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,RFM,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
5420-DN5VBK3,2023-05-02T17:13:33Z,2022-12-07T02:22:00Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 00:14 UTC","Full Response - Base
07 Dec 22 02:29 UTC","Windows Workstations N-1
29 Mar 23 13:28 UTC","Monitor - TCB - Base
07 Dec 22 02:31 UTC",b6a0c9bbe8d04139bfda6acada046fe8,192.168.1.67,10.177.129.50,192.168.1.1,63.98.103.65,tcbna.net,d4-54-8b-5f-62-66,00-05-9a-3c-7a-00,normal,526017,DN5VBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-5T8M3M3,2023-05-01T21:10:27Z,2022-03-22T23:14:54Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:29 UTC","Full Response - Base
22 Mar 22 23:23 UTC","Windows Workstations N-1
29 Mar 23 02:53 UTC","Monitor - TCB - Base
28 Mar 23 19:13 UTC",7435b556e144499c9558c40796df8cce,10.128.74.54,10.128.74.54,10.128.74.1,63.98.103.66,tcbna.net,a0-29-19-67-21-05,a0-29-19-67-21-05,normal,526017,5T8M3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-4GR7BK3,2023-05-02T16:13:21Z,2023-03-10T04:21:21Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,FT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:27 UTC","Full Response - Base
10 Mar 23 04:28 UTC","Windows Workstations N-1
29 Mar 23 02:43 UTC","Monitor - TCB - Base
10 Mar 23 04:31 UTC",bfcefb143cb742c8ac90d666c5464070,10.132.244.245,10.132.244.245,10.132.244.1,99.100.221.28,tcbna.net,d4-54-8b-60-15-c1,d4-54-8b-60-15-c1,normal,526017,4GR7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-4LY8DK3,2023-05-02T17:05:54Z,2022-03-23T20:03:18Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"Test_EUC, Endpoint Engineering, Department, Global",RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:21 UTC","platform_default
29 Mar 23 01:10 UTC","Windows Workstations N-1
29 Mar 23 03:35 UTC","platform_default
29 Mar 23 18:59 UTC",de07946027aa414ea39847b6748c74b3,10.161.130.96,10.161.130.96,10.0.0.1,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,4LY8DK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Workstations TCBNA.net"
5420-B2ZDSQ3,2023-05-02T17:14:54Z,2022-08-23T00:28:50Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
23 Aug 22 00:36 UTC","Windows Workstations N-1
29 Mar 23 02:47 UTC","Monitor - TCB - Base
23 Aug 22 00:41 UTC",509bad8d77a844d1b882d47be53a7969,10.10.142.49,10.10.142.49,10.132.244.1,73.136.45.84,tcbna.net,cc-96-e5-9b-68-2a,cc-96-e5-9b-68-2a,normal,526017,B2ZDSQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6SJSBK3,2023-05-02T17:16:28Z,2022-01-30T22:31:06Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:24 UTC","Full Response - Base
30 Jan 22 22:33 UTC","Windows Workstations N-1
29 Mar 23 15:22 UTC","Monitor - TCB - Base
14 Apr 23 02:57 UTC",3c8fb61d2b5b47a2a843e3ae362b5aea,10.10.130.15,10.10.130.15,192.168.1.1,63.98.103.64,tcbna.net,a0-29-19-c3-86-72,a0-29-19-c3-86-72,normal,526017,6SJSBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-J7LQ1J3,2023-05-02T17:14:37Z,2023-05-02T00:56:37Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2846,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
02 May 23 01:04 UTC","Full Response - Base
02 May 23 01:04 UTC","Windows Workstations N-1
02 May 23 01:04 UTC","Monitor - TCB - Base
02 May 23 01:04 UTC",c67e082f5e864f4ba41fe7b200a26cfe,10.133.126.36,10.133.126.36,10.133.126.1,63.98.103.65,tcbna.net,a0-29-19-03-a4-10,a0-29-19-03-a4-10,normal,526017,J7LQ1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2LKWBK3,2023-05-02T17:27:07Z,2022-02-22T20:21:57Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
22 Feb 22 20:29 UTC","Windows Workstations N-1
29 Mar 23 03:13 UTC","Monitor - TCB - Base
13 Apr 23 16:12 UTC",4e440ad7f6e5419783558c171dfefd43,10.136.192.27,10.136.192.27,10.132.248.1,99.112.187.185,tcbna.net,a0-29-19-c5-08-98,a0-29-19-c5-08-98,normal,526017,2LKWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2PJSBK3,2023-05-02T17:17:15Z,2023-02-02T01:38:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
01 May 23 13:34 UTC","Full Response - Base
02 Feb 23 01:45 UTC","Windows Workstations N-1
29 Mar 23 02:44 UTC","Monitor - TCB - Base
13 Apr 23 21:13 UTC",fab8fb957faa4da1a097fb10b8845e3d,10.132.172.50,10.132.172.50,192.168.2.1,75.4.178.53,tcbna.net,a0-29-19-c3-c1-f5,a0-29-19-c3-c1-f5,normal,526017,2PJSBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3RJL3M3,2023-05-02T17:31:53Z,2022-04-05T19:53:53Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
29 Apr 23 09:35 UTC","Full Response - Base
05 Apr 22 20:01 UTC","Windows Workstations N-1
29 Mar 23 10:32 UTC","Monitor - TCB - Base
13 Apr 23 14:21 UTC",cbec7fb26d1247edbab0b8b2a19d17c1,192.168.1.100,10.161.129.165,192.168.1.1,96.58.138.217,tcbna.net,a0-29-19-6b-c8-48,00-05-9a-3c-7a-00,normal,526017,3RJL3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-BMVQ5D3,2023-05-02T17:19:08Z,2022-12-17T06:54:32Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
29 Apr 23 02:35 UTC","Full Response - Base
17 Dec 22 07:01 UTC","Windows Workstations N-1
29 Mar 23 13:56 UTC","Monitor - TCB - Base
13 Apr 23 15:01 UTC",1351e48c115b439c9cd662d8a0cb1e07,10.132.180.17,10.177.130.19,192.168.1.1,97.99.76.234,tcbna.net,cc-96-e5-cb-f3-26,00-05-9a-3c-7a-00,normal,526017,BMVQ5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-F4WTBK3,2023-05-02T17:21:38Z,2022-01-06T06:11:38Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
06 Jan 22 06:14 UTC","Windows Workstations N-1
29 Mar 23 03:27 UTC","Monitor - TCB - Base
14 Apr 23 02:57 UTC",f4f5257c2e32487cadc7a51bf7482b2a,10.161.129.221,10.161.129.221,192.168.1.1,72.183.139.114,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,F4WTBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-DCFVBK3,2023-05-02T17:26:50Z,2022-01-14T23:46:22Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:17 UTC","Full Response - Base
14 Jan 22 23:48 UTC","Windows Workstations N-1
29 Mar 23 12:38 UTC","Monitor - TCB - Base
13 Apr 23 14:08 UTC",f4c2e49caf7e414d87bf02f48f98e7de,10.161.128.200,10.161.128.200,192.168.1.1,69.76.148.252,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,DCFVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-DTTN5D3,2023-05-02T17:11:29Z,2022-02-26T00:37:13Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HP,"TCB - Workstation Prevent Dynamic 
01 May 23 12:15 UTC","Full Response - Base
26 Feb 22 00:45 UTC","Windows Workstations N-1
29 Mar 23 14:32 UTC","Monitor - TCB - Base
28 Mar 23 19:43 UTC",015d2b3ac03f4fbfb2818182b61462fe,10.10.130.43,10.10.130.43,10.10.130.1,63.98.103.76,tcbna.net,38-14-28-d7-a5-15,38-14-28-d7-a5-15,normal,526017,DTTN5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JJZS1J3,2023-05-02T17:30:24Z,2021-12-09T20:57:40Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
09 Dec 21 20:58 UTC","Windows Workstations N-1
29 Mar 23 14:16 UTC","Monitor - TCB - Base
14 Apr 23 13:57 UTC",344c8531cd35407789f71bb03ea8d663,10.128.181.44,10.128.181.44,10.128.248.1,63.98.103.66,tcbna.net,38-14-28-fc-69-c7,38-14-28-fc-69-c7,normal,526017,JJZS1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JK27BK3,2023-05-02T17:17:13Z,2022-01-13T22:32:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
13 Jan 22 22:33 UTC","Windows Workstations N-1
29 Mar 23 12:40 UTC","Monitor - TCB - Base
29 Mar 23 14:37 UTC",f446ffc8c2b048b091ae8af7f34dedb4,10.132.122.24,10.132.122.24,10.132.244.1,63.98.103.65,tcbna.net,a0-29-19-c1-f1-8b,a0-29-19-c1-f1-8b,normal,526017,JK27BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-F6R7BK3,2023-05-02T17:09:19Z,2023-02-22T03:43:59Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HP,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
22 Feb 23 03:52 UTC","Windows Workstations N-1
29 Mar 23 14:30 UTC","Monitor - TCB - Base
29 Mar 23 14:24 UTC",a2a1fb8770cd4e1a9cb73ae623f3c404,10.10.130.23,10.10.130.23,10.132.248.1,63.98.103.64,tcbna.net,a0-29-19-c1-f2-66,a0-29-19-c1-f2-66,normal,526017,F6R7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-7DCQ5D3,2023-05-02T17:25:43Z,2022-12-10T02:17:49Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
01 May 23 13:08 UTC","Full Response - Base
10 Dec 22 02:25 UTC","Windows Workstations N-1
29 Mar 23 13:23 UTC","Monitor - TCB - Base
10 Dec 22 02:27 UTC",ac54bc65debf45dca54e6f966b9ef3b8,10.132.244.96,10.132.244.96,10.132.244.1,63.98.103.65,tcbna.net,f4-4e-e3-f7-d9-79,f4-4e-e3-f7-d9-79,normal,526017,7DCQ5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
3561-HZ97LG3,2023-05-02T17:19:05Z,2022-07-16T03:27:37Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2130,Precision 3561,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
02 May 23 12:35 UTC","Full Response - Base
16 Jul 22 03:35 UTC","Windows Workstations N-1
29 Mar 23 02:45 UTC","Monitor - TCB - Base
29 Mar 23 19:55 UTC",332832fec2bb42438d84af23b0ed272e,10.10.202.136,10.10.202.136,10.10.202.1,63.98.103.69,tcbna.net,b4-45-06-2a-06-ec,b4-45-06-2a-06-ec,normal,526033,HZ97LG3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1KLWBK3,2023-05-02T17:13:39Z,2022-02-02T19:35:54Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
02 Feb 22 19:36 UTC","Windows Workstations N-1
29 Mar 23 01:44 UTC","Monitor - TCB - Base
28 Mar 23 19:04 UTC",b44d8cdb3d83455fa50a169781a1e705,10.177.131.117,10.177.131.117,192.168.4.1,68.129.147.97,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,1KLWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2GR6BK3,2023-05-02T17:11:40Z,2022-03-02T15:53:56Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
02 Mar 22 16:01 UTC","Windows Workstations N-1
29 Mar 23 14:16 UTC","Monitor - TCB - Base
02 Mar 22 16:08 UTC",736ae608f64240feb27b779b134c9d71,10.128.74.45,10.128.74.45,10.128.248.1,63.98.103.66,tcbna.net,a0-29-19-c2-f0-d5,a0-29-19-c2-f0-d5,normal,526017,2GR6BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5090-9CD95K3,2023-05-02T17:21:38Z,2022-06-15T21:33:17Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,OptiPlex 5090,Dell Inc.,Workstation,Desktop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
15 Jun 22 21:40 UTC","Windows Workstations N-1
29 Mar 23 02:42 UTC","Monitor - TCB - Base
13 Apr 23 06:51 UTC",a5c863ddfa4e4454a9783be1f117bec3,10.132.141.11,10.132.141.11,10.132.141.1,63.98.103.65,tcbna.net,a4-bb-6d-93-86-36,a4-bb-6d-93-86-36,normal,656981,9CD95K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-GJRR5D3,2023-05-02T17:12:52Z,2021-09-28T20:01:19Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"Beta Group Prevention Policy Custom IOA
11 Apr 23 15:21 UTC","Full Response - Base
30 Nov 21 13:33 UTC","Test Sensor Update Policy
29 Mar 23 14:18 UTC","Monitor - TCB - Base
28 Mar 23 19:18 UTC",ba986b73c662466d85cf271b4b7a0a49,10.132.132.33,10.132.132.33,10.132.248.1,76.184.187.177,tcbna.net,38-14-28-64-d8-d2,38-14-28-64-d8-d2,normal,526017,GJRR5D3,6.53.16705.0,"FalconGroupingTags/DellTesting, FalconGroupingTags/DellTestingPrevent",,,,,no,,,,,,,,,,,,,,"Beta Group,Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6CCQ5D3,2023-05-02T17:38:52Z,2022-01-26T17:00:00Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
26 Jan 22 17:01 UTC","Windows Workstations N-1
29 Mar 23 13:41 UTC","Monitor - TCB - Base
26 Jan 22 17:33 UTC",16038cf914144f3293291fbd47c93434,10.177.130.31,10.177.130.31,10.0.0.1,67.85.180.102,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,6CCQ5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3TR7BK3,2023-05-02T16:25:45Z,2022-02-08T16:47:15Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:21 UTC","Full Response - Base
08 Feb 22 16:48 UTC","Windows Workstations N-1
29 Mar 23 13:08 UTC","Monitor - TCB - Base
29 Mar 23 16:25 UTC",8c4cdeb2af1948eca1e5e2655f37bbc3,10.10.42.130,10.10.42.130,10.10.42.1,63.98.103.73,tcbna.net,a0-29-19-c4-7a-c3,a0-29-19-c4-7a-c3,normal,526017,3TR7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-CMSTBK3,2023-05-02T17:22:53Z,2023-02-14T22:59:47Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
14 Feb 23 23:08 UTC","Windows Workstations N-1
29 Mar 23 12:56 UTC","Monitor - TCB - Base
13 Apr 23 14:04 UTC",c0382c4963cd45cbb469e262606cd6c8,10.128.181.15,10.128.181.15,10.128.248.1,63.98.103.66,tcbna.net,a0-29-19-c1-d8-84,a0-29-19-c1-d8-84,normal,526017,CMSTBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1MNC9K3,2023-05-02T17:27:34Z,2022-02-27T20:08:40Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
27 Feb 22 20:16 UTC","Windows Workstations N-1
29 Mar 23 02:03 UTC","Monitor - TCB - Base
13 Apr 23 08:33 UTC",6d1d47e793f1414ba3c14a631d0e51c9,10.0.0.174,10.177.130.186,10.0.0.1,70.172.250.23,tcbna.net,a0-29-19-c4-6a-5e,00-05-9a-3c-7a-00,normal,526017,1MNC9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5090-FCD95K3,2023-05-02T17:18:32Z,2022-08-12T12:58:51Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,OptiPlex 5090,Dell Inc.,Workstation,Desktop,Workstations,SB,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
12 Aug 22 13:05 UTC","Windows Workstations N-1
29 Mar 23 03:03 UTC","Monitor - TCB - Base
13 Apr 23 07:33 UTC",e705f41c44e0414dad4c0077c0cc9c6a,10.10.90.55,10.10.90.55,10.10.90.1,63.98.103.74,tcbna.net,a4-bb-6d-93-7d-d8,a4-bb-6d-93-7d-d8,normal,656981,FCD95K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2TY8DK3,2023-05-02T17:36:21Z,2022-08-01T19:19:28Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:21 UTC","Full Response - Base
01 Aug 22 19:26 UTC","Windows Workstations N-1
29 Mar 23 13:22 UTC","Monitor - TCB - Base
19 Sep 22 10:33 UTC",3f77b0808ad24c3f9c1c370639dde576,10.132.248.252,10.132.248.252,10.132.248.1,63.98.103.65,tcbna.net,8c-b8-7e-0a-b6-a3,8c-b8-7e-0a-b6-a3,normal,526017,2TY8DK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5430-CFXWPN3,2023-05-02T17:26:48Z,2022-11-01T01:22:27Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5430,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:18 UTC","Full Response - Base
01 Nov 22 01:29 UTC","Windows Workstations N-1
29 Mar 23 13:26 UTC","Monitor - TCB - Base
01 Nov 22 01:29 UTC",796a4f61807746ae8ac5d8aaa1dc5810,10.128.180.46,10.128.180.46,192.168.1.254,63.98.103.66,tcbna.net,08-92-04-7f-f0-be,08-92-04-7f-f0-be,normal,591524,CFXWPN3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-7N8Q3M3,2023-05-02T16:17:48Z,2023-05-02T01:34:58Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2846,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
02 May 23 01:42 UTC","Full Response - Base
02 May 23 01:42 UTC","Windows Workstations N-1
02 May 23 01:44 UTC","Monitor - TCB - Base
02 May 23 01:42 UTC",905575c22c5c4e97ae5f2dac34ded295,10.133.126.33,10.133.126.33,10.133.126.1,63.98.103.65,tcbna.net,a0-29-19-6d-20-58,a0-29-19-6d-20-58,normal,526017,7N8Q3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2F18BK3,2023-05-02T17:21:06Z,2022-06-14T17:36:05Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
14 Jun 22 17:45 UTC","Windows Workstations N-1
29 Mar 23 02:43 UTC","Monitor - TCB - Base
14 Jun 22 17:45 UTC",f3de9ae25e9f45e6861e5912aa134a1f,10.128.248.144,10.128.248.144,10.128.248.1,75.57.27.198,tcbna.net,d4-54-8b-62-07-eb,d4-54-8b-62-07-eb,normal,526017,2F18BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-GB3F9K3,2023-05-02T17:33:45Z,2022-07-27T03:16:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:29 UTC","Full Response - Base
27 Jul 22 03:23 UTC","Windows Workstations N-1
29 Mar 23 13:13 UTC","Monitor - TCB - Base
27 Jul 22 03:23 UTC",705d11d3cdd246dda934ab7167a06857,10.132.248.141,10.132.248.141,10.132.248.1,63.98.103.65,tcbna.net,f4-26-79-fd-95-44,f4-26-79-fd-95-44,normal,526017,GB3F9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
